x1	x2	x3	error
1.64133e+231	-2.82971e+231	-2.23552e+231	0.139429
1.90725e+231	-3.28818e+231	-2.59771e+231	0.139429
2.21626e+231	-3.82092e+231	-3.01859e+231	0.139429
2.57534e+231	-4.43999e+231	-3.50766e+231	0.139429
2.9926e+231	-5.15935e+231	-4.07597e+231	0.139429
3.47745e+231	-5.99526e+231	-4.73636e+231	0.139429
4.04087e+231	-6.96661e+231	-5.50374e+231	0.139429
4.69556e+231	-8.09533e+231	-6.39545e+231	0.139429
5.45633e+231	-9.40693e+231	-7.43163e+231	0.139429
6.34036e+231	-1.0931e+232	-8.6357e+231	0.139429
7.36762e+231	-1.27021e+232	-1.00348e+232	0.139429
8.56132e+231	-1.476e+232	-1.16607e+232	0.139429
9.94842e+231	-1.71514e+232	-1.35499e+232	0.139429
1.15602e+232	-1.99303e+232	-1.57453e+232	0.139429
1.34332e+232	-2.31594e+232	-1.82963e+232	0.139429
1.56097e+232	-2.69117e+232	-2.12607e+232	0.139429
1.81387e+232	-3.12719e+232	-2.47053e+232	0.139429
2.10776e+232	-3.63385e+232	-2.8708e+232	0.139429
2.44925e+232	-4.2226e+232	-3.33593e+232	0.139429
2.84608e+232	-4.90674e+232	-3.87641e+232	0.139429
3.3072e+232	-5.70173e+232	-4.50446e+232	0.139429
3.84302e+232	-6.62552e+232	-5.23427e+232	0.139429
4.46567e+232	-7.69898e+232	-6.08232e+232	0.139429
5.18919e+232	-8.94636e+232	-7.06778e+232	0.139429
6.02994e+232	-1.03958e+233	-8.21289e+232	0.139429
7.0069e+232	-1.20802e+233	-9.54353e+232	0.139429
8.14215e+232	-1.40374e+233	-1.10898e+233	0.139429
9.46134e+232	-1.63117e+233	-1.28865e+233	0.139429
1.09943e+233	-1.89545e+233	-1.49744e+233	0.139429
1.27755e+233	-2.20255e+233	-1.74005e+233	0.139429
1.48454e+233	-2.55941e+233	-2.02197e+233	0.139429
1.72507e+233	-2.97408e+233	-2.34957e+233	0.139429
2.00456e+233	-3.45594e+233	-2.73025e+233	0.139429
2.32934e+233	-4.01586e+233	-3.1726e+233	0.139429
2.70673e+233	-4.66651e+233	-3.68662e+233	0.139429
3.14527e+233	-5.42257e+233	-4.28392e+233	0.139429
3.65487e+233	-6.30113e+233	-4.978e+233	0.139429
4.24703e+233	-7.32204e+233	-5.78453e+233	0.139429
4.93513e+233	-8.50834e+233	-6.72174e+233	0.139429
5.73471e+233	-9.88686e+233	-7.81078e+233	0.139429
6.66384e+233	-1.14887e+234	-9.07628e+233	0.139429
7.74351e+233	-1.33501e+234	-1.05468e+234	0.139429
8.99811e+233	-1.55131e+234	-1.22556e+234	0.139429
1.0456e+234	-1.80265e+234	-1.42412e+234	0.139429
1.215e+234	-2.09471e+234	-1.65486e+234	0.139429
1.41186e+234	-2.4341e+234	-1.92298e+234	0.139429
1.64061e+234	-2.82847e+234	-2.23454e+234	0.139429
1.90641e+234	-3.28673e+234	-2.59657e+234	0.139429
2.21529e+234	-3.81924e+234	-3.01727e+234	0.139429
2.57421e+234	-4.43804e+234	-3.50612e+234	0.139429
2.99128e+234	-5.15708e+234	-4.07418e+234	0.139429
3.47592e+234	-5.99263e+234	-4.73428e+234	0.139429
4.03909e+234	-6.96355e+234	-5.50132e+234	0.139429
4.6935e+234	-8.09177e+234	-6.39264e+234	0.139429
5.45394e+234	-9.4028e+234	-7.42837e+234	0.139429
6.33758e+234	-1.09262e+235	-8.6319e+234	0.139429
7.36439e+234	-1.26965e+235	-1.00304e+235	0.139429
8.55756e+234	-1.47536e+235	-1.16556e+235	0.139429
9.94405e+234	-1.71439e+235	-1.3544e+235	0.139429
1.15552e+235	-1.99216e+235	-1.57384e+235	0.139429
1.34273e+235	-2.31492e+235	-1.82883e+235	0.139429
1.56028e+235	-2.68998e+235	-2.12513e+235	0.139429
1.81308e+235	-3.12581e+235	-2.46944e+235	0.139429
2.10683e+235	-3.63225e+235	-2.86954e+235	0.139429
2.44818e+235	-4.22075e+235	-3.33446e+235	0.139429
2.84483e+235	-4.90459e+235	-3.87471e+235	0.139429
3.30574e+235	-5.69923e+235	-4.50248e+235	0.139429
3.84134e+235	-6.62261e+235	-5.23197e+235	0.139429
4.46371e+235	-7.6956e+235	-6.07965e+235	0.139429
5.18691e+235	-8.94243e+235	-7.06467e+235	0.139429
6.02729e+235	-1.03913e+236	-8.20928e+235	0.139429
7.00382e+235	-1.20749e+236	-9.53934e+235	0.139429
8.13858e+235	-1.40312e+236	-1.10849e+236	0.139429
9.45718e+235	-1.63045e+236	-1.28809e+236	0.139429
1.09894e+236	-1.89462e+236	-1.49678e+236	0.139429
1.27699e+236	-2.20158e+236	-1.73929e+236	0.139429
1.48389e+236	-2.55828e+236	-2.02109e+236	0.139429
1.72431e+236	-2.97277e+236	-2.34854e+236	0.139429
2.00368e+236	-3.45442e+236	-2.72905e+236	0.139429
2.32831e+236	-4.0141e+236	-3.17121e+236	0.139429
2.70554e+236	-4.66446e+236	-3.685e+236	0.139429
3.14389e+236	-5.42019e+236	-4.28204e+236	0.139429
3.65326e+236	-6.29836e+236	-4.97581e+236	0.139429
4.24516e+236	-7.31882e+236	-5.78199e+236	0.139429
4.93296e+236	-8.50461e+236	-6.71878e+236	0.139429
5.73219e+236	-9.88252e+236	-7.80735e+236	0.139429
6.66091e+236	-1.14837e+237	-9.07229e+236	0.139429
7.74011e+236	-1.33442e+237	-1.05422e+237	0.139429
8.99416e+236	-1.55063e+237	-1.22502e+237	0.139429
1.04514e+237	-1.80186e+237	-1.4235e+237	0.139429
1.21447e+237	-2.09379e+237	-1.65413e+237	0.139429
1.41124e+237	-2.43303e+237	-1.92213e+237	0.139429
1.63988e+237	-2.82722e+237	-2.23355e+237	0.139429
1.90558e+237	-3.28529e+237	-2.59543e+237	0.139429
2.21432e+237	-3.81757e+237	-3.01594e+237	0.139429
2.57308e+237	-4.43609e+237	-3.50458e+237	0.139429
2.98997e+237	-5.15482e+237	-4.07239e+237	0.139429
3.4744e+237	-5.98999e+237	-4.7322e+237	0.139429
4.03732e+237	-6.96049e+237	-5.4989e+237	0.139429
4.69144e+237	-8.08822e+237	-6.38983e+237	0.139429
5.45154e+237	-9.39866e+237	-7.4251e+237	0.139429
6.33479e+237	-1.09214e+238	-8.62811e+237	0.139429
7.36115e+237	-1.26909e+238	-1.0026e+238	0.139429
8.5538e+237	-1.47471e+238	-1.16504e+238	0.139429
9.93968e+237	-1.71364e+238	-1.3538e+238	0.139429
1.15501e+238	-1.99128e+238	-1.57314e+238	0.139429
1.34214e+238	-2.31391e+238	-1.82802e+238	0.139429
1.5596e+238	-2.6888e+238	-2.1242e+238	0.139429
1.81228e+238	-3.12444e+238	-2.46836e+238	0.139429
2.1059e+238	-3.63066e+238	-2.86828e+238	0.139429
2.4471e+238	-4.21889e+238	-3.333e+238	0.139429
2.84358e+238	-4.90243e+238	-3.87301e+238	0.139429
3.30429e+238	-5.69672e+238	-4.50051e+238	0.139429
3.83965e+238	-6.6197e+238	-5.22967e+238	0.139429
4.46174e+238	-7.69222e+238	-6.07698e+238	0.139429
5.18463e+238	-8.9385e+238	-7.06157e+238	0.139429
6.02464e+238	-1.03867e+239	-8.20568e+238	0.139429
7.00075e+238	-1.20696e+239	-9.53515e+238	0.139429
8.135e+238	-1.40251e+239	-1.108e+239	0.139429
9.45303e+238	-1.62974e+239	-1.28752e+239	0.139429
1.09846e+239	-1.89379e+239	-1.49612e+239	0.139429
1.27643e+239	-2.20062e+239	-1.73852e+239	0.139429
1.48324e+239	-2.55716e+239	-2.0202e+239	0.139429
1.72355e+239	-2.97147e+239	-2.34751e+239	0.139429
2.0028e+239	-3.4529e+239	-2.72785e+239	0.139429
2.32729e+239	-4.01234e+239	-3.16981e+239	0.139429
2.70435e+239	-4.66241e+239	-3.68338e+239	0.139429
3.14251e+239	-5.41781e+239	-4.28016e+239	0.139429
3.65166e+239	-6.2956e+239	-4.97363e+239	0.139429
4.2433e+239	-7.3156e+239	-5.77945e+239	0.139429
4.93079e+239	-8.50087e+239	-6.71583e+239	0.139429
5.72967e+239	-9.87817e+239	-7.80392e+239	0.139429
6.65799e+239	-1.14786e+240	-9.06831e+239	0.139429
7.73671e+239	-1.33384e+240	-1.05375e+240	0.139429
8.9902e+239	-1.54995e+240	-1.22448e+240	0.139429
1.04468e+240	-1.80107e+240	-1.42287e+240	0.139429
1.21394e+240	-2.09287e+240	-1.6534e+240	0.139429
1.41062e+240	-2.43196e+240	-1.92129e+240	0.139429
1.63916e+240	-2.82598e+240	-2.23257e+240	0.139429
1.90474e+240	-3.28384e+240	-2.59429e+240	0.139429
2.21334e+240	-3.81589e+240	-3.01462e+240	0.139429
2.57195e+240	-4.43414e+240	-3.50304e+240	0.139429
2.98865e+240	-5.15255e+240	-4.0706e+240	0.139429
3.47287e+240	-5.98736e+240	-4.73012e+240	0.139429
4.03554e+240	-6.95743e+240	-5.49649e+240	0.139429
4.68938e+240	-8.08467e+240	-6.38702e+240	0.139429
5.44915e+240	-9.39454e+240	-7.42184e+240	0.139429
6.33201e+240	-1.09166e+241	-8.62432e+240	0.139429
7.35792e+240	-1.26853e+241	-1.00216e+241	0.139429
8.55004e+240	-1.47406e+241	-1.16453e+241	0.139429
9.93531e+240	-1.71289e+241	-1.35321e+241	0.139429
1.1545e+241	-1.99041e+241	-1.57245e+241	0.139429
1.34155e+241	-2.31289e+241	-1.82722e+241	0.139429
1.55891e+241	-2.68762e+241	-2.12327e+241	0.139429
1.81148e+241	-3.12307e+241	-2.46728e+241	0.139429
2.10498e+241	-3.62906e+241	-2.86702e+241	0.139429
2.44603e+241	-4.21704e+241	-3.33153e+241	0.139429
2.84233e+241	-4.90028e+241	-3.8713e+241	0.139429
3.30284e+241	-5.69422e+241	-4.49853e+241	0.139429
3.83796e+241	-6.61679e+241	-5.22738e+241	0.139429
4.45978e+241	-7.68884e+241	-6.07431e+241	0.139429
5.18235e+241	-8.93458e+241	-7.05847e+241	0.139429
6.02199e+241	-1.03821e+242	-8.20207e+241	0.139429
6.99767e+241	-1.20643e+242	-9.53096e+241	0.139429
8.13143e+241	-1.40189e+242	-1.10752e+242	0.139429
9.44887e+241	-1.62902e+242	-1.28695e+242	0.139429
1.09798e+242	-1.89295e+242	-1.49547e+242	0.139429
1.27587e+242	-2.19965e+242	-1.73776e+242	0.139429
1.48259e+242	-2.55603e+242	-2.01931e+242	0.139429
1.72279e+242	-2.97016e+242	-2.34648e+242	0.139429
2.00192e+242	-3.45138e+242	-2.72665e+242	0.139429
2.32627e+242	-4.01057e+242	-3.16842e+242	0.139429
2.70317e+242	-4.66036e+242	-3.68176e+242	0.139429
3.14113e+242	-5.41543e+242	-4.27828e+242	0.139429
3.65005e+242	-6.29283e+242	-4.97144e+242	0.139429
4.24143e+242	-7.31239e+242	-5.77691e+242	0.139429
4.92862e+242	-8.49714e+242	-6.71288e+242	0.139429
5.72716e+242	-9.87383e+242	-7.8005e+242	0.139429
6.65506e+242	-1.14736e+243	-9.06432e+242	0.139429
7.73331e+242	-1.33325e+243	-1.05329e+243	0.139429
8.98625e+242	-1.54926e+243	-1.22394e+243	0.139429
1.04422e+243	-1.80027e+243	-1.42225e+243	0.139429
1.2134e+243	-2.09195e+243	-1.65268e+243	0.139429
1.41e+243	-2.43089e+243	-1.92044e+243	0.139429
1.63844e+243	-2.82474e+243	-2.23159e+243	0.139429
1.9039e+243	-3.2824e+243	-2.59315e+243	0.139429
2.21237e+243	-3.81421e+243	-3.01329e+243	0.139429
2.57082e+243	-4.43219e+243	-3.5015e+243	0.139429
2.98734e+243	-5.15029e+243	-4.06881e+243	0.139429
3.47135e+243	-5.98473e+243	-4.72804e+243	0.139429
4.03377e+243	-6.95437e+243	-5.49407e+243	0.139429
4.68732e+243	-8.08111e+243	-6.38422e+243	0.139429
5.44675e+243	-9.39041e+243	-7.41858e+243	0.139429
6.32923e+243	-1.09118e+244	-8.62053e+243	0.139429
7.35469e+243	-1.26798e+244	-1.00172e+244	0.139429
8.54628e+243	-1.47341e+244	-1.16402e+244	0.139429
9.93095e+243	-1.71213e+244	-1.35261e+244	0.139429
1.15399e+244	-1.98953e+244	-1.57176e+244	0.139429
1.34096e+244	-2.31187e+244	-1.82642e+244	0.139429
1.55823e+244	-2.68644e+244	-2.12233e+244	0.139429
1.81069e+244	-3.12169e+244	-2.46619e+244	0.139429
2.10405e+244	-3.62747e+244	-2.86576e+244	0.139429
2.44495e+244	-4.21519e+244	-3.33007e+244	0.139429
2.84108e+244	-4.89813e+244	-3.8696e+244	0.139429
3.30139e+244	-5.69172e+244	-4.49655e+244	0.139429
3.83628e+244	-6.61389e+244	-5.22508e+244	0.139429
4.45783e+244	-7.68546e+244	-6.07164e+244	0.139429
5.18008e+244	-8.93065e+244	-7.05536e+244	0.139429
6.01935e+244	-1.03776e+245	-8.19847e+244	0.139429
6.9946e+244	-1.2059e+245	-9.52678e+244	0.139429
8.12786e+244	-1.40127e+245	-1.10703e+245	0.139429
9.44472e+244	-1.62831e+245	-1.28639e+245	0.139429
1.09749e+245	-1.89212e+245	-1.49481e+245	0.139429
1.27531e+245	-2.19868e+245	-1.737e+245	0.139429
1.48193e+245	-2.55491e+245	-2.01842e+245	0.139429
1.72204e+245	-2.96886e+245	-2.34545e+245	0.139429
2.00104e+245	-3.44987e+245	-2.72545e+245	0.139429
2.32524e+245	-4.00881e+245	-3.16703e+245	0.139429
2.70198e+245	-4.65831e+245	-3.68015e+245	0.139429
3.13975e+245	-5.41305e+245	-4.2764e+245	0.139429
3.64845e+245	-6.29007e+245	-4.96926e+245	0.139429
4.23957e+245	-7.30918e+245	-5.77437e+245	0.139429
4.92646e+245	-8.4934e+245	-6.70993e+245	0.139429
5.72464e+245	-9.8695e+245	-7.79707e+245	0.139429
6.65214e+245	-1.14685e+246	-9.06034e+245	0.139429
7.72991e+245	-1.33267e+246	-1.05283e+246	0.139429
8.98231e+245	-1.54858e+246	-1.22341e+246	0.139429
1.04376e+246	-1.79948e+246	-1.42162e+246	0.139429
1.21287e+246	-2.09103e+246	-1.65195e+246	0.139429
1.40938e+246	-2.42982e+246	-1.9196e+246	0.139429
1.63772e+246	-2.8235e+246	-2.23061e+246	0.139429
1.90307e+246	-3.28096e+246	-2.59201e+246	0.139429
2.2114e+246	-3.81254e+246	-3.01197e+246	0.139429
2.56969e+246	-4.43024e+246	-3.49997e+246	0.139429
2.98603e+246	-5.14803e+246	-4.06703e+246	0.139429
3.46982e+246	-5.9821e+246	-4.72596e+246	0.139429
4.032e+246	-6.95132e+246	-5.49166e+246	0.139429
4.68526e+246	-8.07756e+246	-6.38141e+246	0.139429
5.44436e+246	-9.38628e+246	-7.41532e+246	0.139429
6.32645e+246	-1.0907e+247	-8.61674e+246	0.139429
7.35145e+246	-1.26742e+247	-1.00128e+247	0.139429
8.54253e+246	-1.47276e+247	-1.16351e+247	0.139429
9.92658e+246	-1.71138e+247	-1.35202e+247	0.139429
1.15349e+247	-1.98866e+247	-1.57107e+247	0.139429
1.34037e+247	-2.31086e+247	-1.82562e+247	0.139429
1.55754e+247	-2.68526e+247	-2.1214e+247	0.139429
1.80989e+247	-3.12032e+247	-2.46511e+247	0.139429
2.10313e+247	-3.62588e+247	-2.8645e+247	0.139429
2.44388e+247	-4.21334e+247	-3.32861e+247	0.139429
2.83983e+247	-4.89598e+247	-3.8679e+247	0.139429
3.29994e+247	-5.68922e+247	-4.49458e+247	0.139429
3.83459e+247	-6.61098e+247	-5.22278e+247	0.139429
4.45587e+247	-7.68208e+247	-6.06898e+247	0.139429
5.1778e+247	-8.92673e+247	-7.05227e+247	0.139429
6.0167e+247	-1.0373e+248	-8.19487e+247	0.139429
6.99153e+247	-1.20537e+248	-9.52259e+247	0.139429
8.12429e+247	-1.40066e+248	-1.10654e+248	0.139429
9.44057e+247	-1.62759e+248	-1.28582e+248	0.139429
1.09701e+248	-1.89129e+248	-1.49415e+248	0.139429
1.27475e+248	-2.19772e+248	-1.73623e+248	0.139429
1.48128e+248	-2.55379e+248	-2.01754e+248	0.139429
1.72128e+248	-2.96755e+248	-2.34442e+248	0.139429
2.00016e+248	-3.44835e+248	-2.72426e+248	0.139429
2.32422e+248	-4.00705e+248	-3.16564e+248	0.139429
2.70079e+248	-4.65627e+248	-3.67853e+248	0.139429
3.13837e+248	-5.41067e+248	-4.27452e+248	0.139429
3.64685e+248	-6.2873e+248	-4.96708e+248	0.139429
4.23771e+248	-7.30597e+248	-5.77184e+248	0.139429
4.9243e+248	-8.48967e+248	-6.70698e+248	0.139429
5.72212e+248	-9.86516e+248	-7.79364e+248	0.139429
6.64922e+248	-1.14635e+249	-9.05636e+248	0.139429
7.72652e+248	-1.33208e+249	-1.05237e+249	0.139429
8.97836e+248	-1.5479e+249	-1.22287e+249	0.139429
1.0433e+249	-1.79869e+249	-1.421e+249	0.139429
1.21234e+249	-2.09012e+249	-1.65123e+249	0.139429
1.40876e+249	-2.42875e+249	-1.91876e+249	0.139429
1.63701e+249	-2.82226e+249	-2.22963e+249	0.139429
1.90223e+249	-3.27952e+249	-2.59088e+249	0.139429
2.21043e+249	-3.81086e+249	-3.01065e+249	0.139429
2.56856e+249	-4.4283e+249	-3.49843e+249	0.139429
2.98472e+249	-5.14576e+249	-4.06524e+249	0.139429
3.4683e+249	-5.97948e+249	-4.72389e+249	0.139429
4.03023e+249	-6.94826e+249	-5.48925e+249	0.139429
4.6832e+249	-8.07402e+249	-6.37861e+249	0.139429
5.44197e+249	-9.38216e+249	-7.41206e+249	0.139429
6.32367e+249	-1.09022e+250	-8.61296e+249	0.139429
7.34823e+249	-1.26686e+250	-1.00084e+250	0.139429
8.53878e+249	-1.47212e+250	-1.163e+250	0.139429
9.92222e+249	-1.71063e+250	-1.35143e+250	0.139429
1.15298e+250	-1.98778e+250	-1.57038e+250	0.139429
1.33979e+250	-2.30984e+250	-1.82481e+250	0.139429
1.55686e+250	-2.68408e+250	-2.12047e+250	0.139429
1.8091e+250	-3.11895e+250	-2.46402e+250	0.139429
2.10221e+250	-3.62428e+250	-2.86324e+250	0.139429
2.4428e+250	-4.21149e+250	-3.32714e+250	0.139429
2.83858e+250	-4.89383e+250	-3.8662e+250	0.139429
3.29849e+250	-5.68672e+250	-4.4926e+250	0.139429
3.83291e+250	-6.60808e+250	-5.22049e+250	0.139429
4.45391e+250	-7.67871e+250	-6.06631e+250	0.139429
5.17553e+250	-8.92281e+250	-7.04917e+250	0.139429
6.01406e+250	-1.03685e+251	-8.19127e+250	0.139429
6.98845e+250	-1.20484e+251	-9.51841e+250	0.139429
8.12072e+250	-1.40004e+251	-1.10606e+251	0.139429
9.43643e+250	-1.62688e+251	-1.28526e+251	0.139429
1.09653e+251	-1.89046e+251	-1.4935e+251	0.139429
1.27419e+251	-2.19675e+251	-1.73547e+251	0.139429
1.48063e+251	-2.55267e+251	-2.01665e+251	0.139429
1.72052e+251	-2.96625e+251	-2.34339e+251	0.139429
1.99928e+251	-3.44684e+251	-2.72306e+251	0.139429
2.3232e+251	-4.00529e+251	-3.16425e+251	0.139429
2.69961e+251	-4.65422e+251	-3.67691e+251	0.139429
3.13699e+251	-5.4083e+251	-4.27264e+251	0.139429
3.64525e+251	-6.28454e+251	-4.96489e+251	0.139429
4.23584e+251	-7.30276e+251	-5.7693e+251	0.139429
4.92213e+251	-8.48594e+251	-6.70404e+251	0.139429
5.71961e+251	-9.86083e+251	-7.79022e+251	0.139429
6.6463e+251	-1.14585e+252	-9.05238e+251	0.139429
7.72312e+251	-1.3315e+252	-1.0519e+252	0.139429
8.97442e+251	-1.54722e+252	-1.22233e+252	0.139429
1.04284e+252	-1.7979e+252	-1.42037e+252	0.139429
1.2118e+252	-2.0892e+252	-1.6505e+252	0.139429
1.40814e+252	-2.42769e+252	-1.91791e+252	0.139429
1.63629e+252	-2.82102e+252	-2.22865e+252	0.139429
1.9014e+252	-3.27808e+252	-2.58974e+252	0.139429
2.20946e+252	-3.80919e+252	-3.00932e+252	0.139429
2.56743e+252	-4.42635e+252	-3.49689e+252	0.139429
2.9834e+252	-5.1435e+252	-4.06345e+252	0.139429
3.46677e+252	-5.97685e+252	-4.72181e+252	0.139429
4.02846e+252	-6.94521e+252	-5.48683e+252	0.139429
4.68114e+252	-8.07047e+252	-6.37581e+252	0.139429
5.43958e+252	-9.37804e+252	-7.40881e+252	0.139429
6.32089e+252	-1.08975e+253	-8.60918e+252	0.139429
7.345e+252	-1.26631e+253	-1.0004e+253	0.139429
8.53503e+252	-1.47147e+253	-1.16249e+253	0.139429
9.91786e+252	-1.70988e+253	-1.35083e+253	0.139429
1.15247e+253	-1.98691e+253	-1.56969e+253	0.139429
1.3392e+253	-2.30883e+253	-1.82401e+253	0.139429
1.55617e+253	-2.6829e+253	-2.11954e+253	0.139429
1.8083e+253	-3.11758e+253	-2.46294e+253	0.139429
2.10128e+253	-3.62269e+253	-2.86199e+253	0.139429
2.44173e+253	-4.20963e+253	-3.32568e+253	0.139429
2.83734e+253	-4.89168e+253	-3.86451e+253	0.139429
3.29704e+253	-5.68422e+253	-4.49063e+253	0.139429
3.83122e+253	-6.60517e+253	-5.2182e+253	0.139429
4.45195e+253	-7.67534e+253	-6.06364e+253	0.139429
5.17325e+253	-8.91889e+253	-7.04607e+253	0.139429
6.01142e+253	-1.03639e+254	-8.18767e+253	0.139429
6.98538e+253	-1.20431e+254	-9.51423e+253	0.139429
8.11715e+253	-1.39943e+254	-1.10557e+254	0.139429
9.43228e+253	-1.62616e+254	-1.28469e+254	0.139429
1.09605e+254	-1.88963e+254	-1.49284e+254	0.139429
1.27363e+254	-2.19579e+254	-1.73471e+254	0.139429
1.47998e+254	-2.55155e+254	-2.01576e+254	0.139429
1.71977e+254	-2.96494e+254	-2.34236e+254	0.139429
1.9984e+254	-3.44532e+254	-2.72186e+254	0.139429
2.32218e+254	-4.00353e+254	-3.16286e+254	0.139429
2.69842e+254	-4.65218e+254	-3.6753e+254	0.139429
3.13561e+254	-5.40592e+254	-4.27077e+254	0.139429
3.64364e+254	-6.28178e+254	-4.96271e+254	0.139429
4.23398e+254	-7.29955e+254	-5.76677e+254	0.139429
4.91997e+254	-8.48222e+254	-6.70109e+254	0.139429
5.7171e+254	-9.8565e+254	-7.7868e+254	0.139429
6.64338e+254	-1.14534e+255	-9.04841e+254	0.139429
7.71973e+254	-1.33091e+255	-1.05144e+255	0.139429
8.97047e+254	-1.54654e+255	-1.2218e+255	0.139429
1.04239e+255	-1.79711e+255	-1.41975e+255	0.139429
1.21127e+255	-2.08828e+255	-1.64978e+255	0.139429
1.40752e+255	-2.42662e+255	-1.91707e+255	0.139429
1.63557e+255	-2.81978e+255	-2.22767e+255	0.139429
1.90056e+255	-3.27664e+255	-2.5886e+255	0.139429
2.20849e+255	-3.80752e+255	-3.008e+255	0.139429
2.5663e+255	-4.42441e+255	-3.49536e+255	0.139429
2.98209e+255	-5.14124e+255	-4.06167e+255	0.139429
3.46525e+255	-5.97422e+255	-4.71974e+255	0.139429
4.02669e+255	-6.94216e+255	-5.48442e+255	0.139429
4.67909e+255	-8.06692e+255	-6.37301e+255	0.139429
5.43719e+255	-9.37392e+255	-7.40555e+255	0.139429
6.31812e+255	-1.08927e+256	-8.60539e+255	0.139429
7.34177e+255	-1.26575e+256	-9.99963e+255	0.139429
8.53128e+255	-1.47082e+256	-1.16198e+256	0.139429
9.91351e+255	-1.70913e+256	-1.35024e+256	0.139429
1.15197e+256	-1.98604e+256	-1.569e+256	0.139429
1.33861e+256	-2.30781e+256	-1.82321e+256	0.139429
1.55549e+256	-2.68172e+256	-2.11861e+256	0.139429
1.80751e+256	-3.11621e+256	-2.46186e+256	0.139429
2.10036e+256	-3.6211e+256	-2.86073e+256	0.139429
2.44066e+256	-4.20779e+256	-3.32422e+256	0.139429
2.83609e+256	-4.88953e+256	-3.86281e+256	0.139429
3.29559e+256	-5.68172e+256	-4.48866e+256	0.139429
3.82954e+256	-6.60227e+256	-5.2159e+256	0.139429
4.45e+256	-7.67196e+256	-6.06098e+256	0.139429
5.17098e+256	-8.91497e+256	-7.04298e+256	0.139429
6.00878e+256	-1.03594e+257	-8.18407e+256	0.139429
6.98232e+256	-1.20378e+257	-9.51005e+256	0.139429
8.11358e+256	-1.39881e+257	-1.10509e+257	0.139429
9.42814e+256	-1.62545e+257	-1.28413e+257	0.139429
1.09557e+257	-1.8888e+257	-1.49218e+257	0.139429
1.27307e+257	-2.19482e+257	-1.73395e+257	0.139429
1.47933e+257	-2.55042e+257	-2.01488e+257	0.139429
1.71901e+257	-2.96364e+257	-2.34133e+257	0.139429
1.99752e+257	-3.44381e+257	-2.72067e+257	0.139429
2.32116e+257	-4.00177e+257	-3.16147e+257	0.139429
2.69723e+257	-4.65013e+257	-3.67368e+257	0.139429
3.13424e+257	-5.40354e+257	-4.26889e+257	0.139429
3.64204e+257	-6.27902e+257	-4.96053e+257	0.139429
4.23212e+257	-7.29634e+257	-5.76423e+257	0.139429
4.91781e+257	-8.47849e+257	-6.69815e+257	0.139429
5.71459e+257	-9.85217e+257	-7.78338e+257	0.139429
6.64046e+257	-1.14484e+258	-9.04443e+257	0.139429
7.71634e+257	-1.33033e+258	-1.05098e+258	0.139429
8.96653e+257	-1.54586e+258	-1.22126e+258	0.139429
1.04193e+258	-1.79632e+258	-1.41913e+258	0.139429
1.21074e+258	-2.08736e+258	-1.64905e+258	0.139429
1.4069e+258	-2.42556e+258	-1.91623e+258	0.139429
1.63485e+258	-2.81854e+258	-2.2267e+258	0.139429
1.89973e+258	-3.2752e+258	-2.58746e+258	0.139429
2.20752e+258	-3.80584e+258	-3.00668e+258	0.139429
2.56518e+258	-4.42246e+258	-3.49382e+258	0.139429
2.98078e+258	-5.13899e+258	-4.05988e+258	0.139429
3.46373e+258	-5.9716e+258	-4.71766e+258	0.139429
4.02492e+258	-6.93911e+258	-5.48201e+258	0.139429
4.67703e+258	-8.06338e+258	-6.37021e+258	0.139429
5.4348e+258	-9.3698e+258	-7.4023e+258	0.139429
6.31534e+258	-1.08879e+259	-8.60161e+258	0.139429
7.33855e+258	-1.26519e+259	-9.99524e+258	0.139429
8.52753e+258	-1.47018e+259	-1.16147e+259	0.139429
9.90915e+258	-1.70838e+259	-1.34965e+259	0.139429
1.15146e+259	-1.98516e+259	-1.56831e+259	0.139429
1.33802e+259	-2.3068e+259	-1.82241e+259	0.139429
1.55481e+259	-2.68054e+259	-2.11768e+259	0.139429
1.80671e+259	-3.11484e+259	-2.46078e+259	0.139429
2.09944e+259	-3.61951e+259	-2.85947e+259	0.139429
2.43958e+259	-4.20594e+259	-3.32276e+259	0.139429
2.83484e+259	-4.88738e+259	-3.86111e+259	0.139429
3.29414e+259	-5.67923e+259	-4.48669e+259	0.139429
3.82786e+259	-6.59937e+259	-5.21361e+259	0.139429
4.44804e+259	-7.66859e+259	-6.05832e+259	0.139429
5.16871e+259	-8.91105e+259	-7.03988e+259	0.139429
6.00614e+259	-1.03548e+260	-8.18048e+259	0.139429
6.97925e+259	-1.20325e+260	-9.50587e+259	0.139429
8.11002e+259	-1.3982e+260	-1.1046e+260	0.139429
9.424e+259	-1.62473e+260	-1.28357e+260	0.139429
1.09509e+260	-1.88797e+260	-1.49153e+260	0.139429
1.27251e+260	-2.19386e+260	-1.73318e+260	0.139429
1.47868e+260	-2.5493e+260	-2.01399e+260	0.139429
1.71826e+260	-2.96234e+260	-2.3403e+260	0.139429
1.99665e+260	-3.4423e+260	-2.71947e+260	0.139429
2.32014e+260	-4.00001e+260	-3.16008e+260	0.139429
2.69605e+260	-4.64809e+260	-3.67207e+260	0.139429
3.13286e+260	-5.40117e+260	-4.26702e+260	0.139429
3.64044e+260	-6.27626e+260	-4.95835e+260	0.139429
